Attribute,Category,Type,Value,Year
HF TRUCKING OPERATION,Total Income,Income,162245.87,2022
HF TRUCKING OPERATION,Total Income,Income,259487.05,2023
HF TRUCKING OPERATION,Total Income,Income,277619,2021
HF TRUCKING OPERATION,Total Income,Income,9168.44,2024
HGH,4300-01 · Custom Farming Equipment,Income,1154,2023
HGH,4300-01 · Custom Farming Equipment,Income,1376,2022
HGH,4300-01 · Custom Farming Equipment,Income,2988,2024
HGH,4300-01 · Custom Farming Equipment,Income,70,2021
HGH,4300-02 · Custom Harvesting Equipment,Income,0,2021
HGH,4300-02 · Custom Harvesting Equipment,Income,0,2022
HGH,4300-02 · Custom Harvesting Equipment,Income,0,2023
HGH,4300-02 · Custom Harvesting Equipment,Income,0,2024
HGH,4412 · Labor Income - Other,Income,0,2024
HGH,4412 · Labor Income - Other,Income,25788,2021
HGH,4412 · Labor Income - Other,Income,38864,2023
HGH,4412 · Labor Income - Other,Income,40935,2022
HGH,4412-01 · Custom Farming Labor,Income,15191.75,2022
HGH,4412-01 · Custom Farming Labor,Income,4398,2024
HGH,4412-01 · Custom Farming Labor,Income,6513,2021
HGH,4412-01 · Custom Farming Labor,Income,8588,2023
HGH,4500-01 · Management Fees Income,Income,0,2021
HGH,4500-01 · Management Fees Income,Income,0,2023
HGH,4500-01 · Management Fees Income,Income,0,2024
HGH,4500-01 · Management Fees Income,Income,'-1300,2022
HGH,4500-02 · Clerical Variable Income,Income,0,2021
HGH,4500-02 · Clerical Variable Income,Income,3625,2024
HGH,4500-02 · Clerical Variable Income,Income,4750,2022
HGH,4500-02 · Clerical Variable Income,Income,5100,2023
HGH,4500-03 · Customers' Crop Share,Income,0,2021
HGH,4500-03 · Customers' Crop Share,Income,0,2022
HGH,4500-03 · Customers' Crop Share,Income,0,2023
HGH,4500-03 · Customers' Crop Share,Income,0,2024
HGH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HGH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
HGH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HGH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HGH,5000-01 · Labor Hire Payroll,COGS,4285.39,2021
HGH,5000-01 · Labor Hire Payroll,COGS,5391.26,2023
HGH,5000-01 · Labor Hire Payroll,COGS,6630.25,2022
HGH,5000-01 · Labor Hire Payroll,COGS,7543.91,2024
HGH,5002-01 · Labor Hire Payroll Taxes,COGS,1981.6,2021
HGH,5002-01 · Labor Hire Payroll Taxes,COGS,545.05,2022
HGH,5002-01 · Labor Hire Payroll Taxes,COGS,588.25,2023
HGH,5002-01 · Labor Hire Payroll Taxes,COGS,592.92,2024
HGH,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
HGH,5002-04 · Harvesting Payroll Taxes,COGS,109.86,2021
HGH,5002-04 · Harvesting Payroll Taxes,COGS,2084.42,2023
HGH,5002-04 · Harvesting Payroll Taxes,COGS,2939.27,2022
HGH,Net Income,Income,13957.87,2022
HGH,Net Income,Income,19716.48,2023
HGH,Net Income,Income,2206.03,2024
HGH,Net Income,Income,3800.69,2021
HGH,Total COGS,COGS,30390.31,2021
HGH,Total COGS,COGS,33989.52,2023
HGH,Total COGS,COGS,46994.88,2022
HGH,Total COGS,COGS,8804.97,2024
HGH,Total Expense,Expense,0,2021
HGH,Total Expense,Expense,0,2022
HGH,Total Expense,Expense,0,2023
HGH,Total Expense,Expense,0,2024
HGH,Total Income,Income,11011,2024
HGH,Total Income,Income,34191,2021
HGH,Total Income,Income,53706,2023
HGH,Total Income,Income,60952.75,2022
HHS,4300-01 · Custom Farming Equipment,Income,12489,2023
HHS,4300-01 · Custom Farming Equipment,Income,1271,2024
HHS,4300-01 · Custom Farming Equipment,Income,5290,2021
HHS,4300-01 · Custom Farming Equipment,Income,6975.71,2022
HHS,4300-02 · Custom Harvesting Equipment,Income,0,2021
HHS,4300-02 · Custom Harvesting Equipment,Income,0,2024
HHS,4300-02 · Custom Harvesting Equipment,Income,257.5,2023
HHS,4300-02 · Custom Harvesting Equipment,Income,300,2022
HHS,4412 · Labor Income - Other,Income,111424.24,2024
HHS,4412 · Labor Income - Other,Income,152525.75,2023
HHS,4412 · Labor Income - Other,Income,226466.34,2022
HHS,4412 · Labor Income - Other,Income,256728.89,2021
HHS,4412-01 · Custom Farming Labor,Income,1008192.5,2021
HHS,4412-01 · Custom Farming Labor,Income,241810.74,2024
HHS,4412-01 · Custom Farming Labor,Income,686958.62,2022
HHS,4412-01 · Custom Farming Labor,Income,955229.04,2023
HHS,4500-01 · Management Fees Income,Income,40000,2024
HHS,4500-01 · Management Fees Income,Income,58491.76,2022
HHS,4500-01 · Management Fees Income,Income,60250,2023
HHS,4500-01 · Management Fees Income,Income,65000,2021
HHS,4500-02 · Clerical Variable Income,Income,49400,2021
HHS,4500-02 · Clerical Variable Income,Income,49570.86,2024
HHS,4500-02 · Clerical Variable Income,Income,63745.02,2022
HHS,4500-02 · Clerical Variable Income,Income,69699.9,2023
HHS,4500-03 · Customers' Crop Share,Income,0,2021
HHS,4500-03 · Customers' Crop Share,Income,0,2022
HHS,4500-03 · Customers' Crop Share,Income,0,2023
HHS,4500-03 · Customers' Crop Share,Income,0,2024
HHS,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
HHS,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HHS,4500-04 · Vehicle Maintenance/Fuel Income,Income,1260,2022
HHS,4500-04 · Vehicle Maintenance/Fuel Income,Income,140,2023
HHS,5000-01 · Labor Hire Payroll,COGS,275264.79,2024
HHS,5000-01 · Labor Hire Payroll,COGS,467753.45,2023
HHS,5000-01 · Labor Hire Payroll,COGS,511481.16,2022
HHS,5000-01 · Labor Hire Payroll,COGS,572014.11,2021
HHS,5002-01 · Labor Hire Payroll Taxes,COGS,25466.64,2024
HHS,5002-01 · Labor Hire Payroll Taxes,COGS,39085.03,2023
HHS,5002-01 · Labor Hire Payroll Taxes,COGS,42229.29,2022
HHS,5002-01 · Labor Hire Payroll Taxes,COGS,47442,2021
HHS,5002-04 · Harvesting Payroll Taxes,COGS,14470.79,2022
HHS,5002-04 · Harvesting Payroll Taxes,COGS,35180.6,2023
HHS,5002-04 · Harvesting Payroll Taxes,COGS,42725.02,2021
HHS,5002-04 · Harvesting Payroll Taxes,COGS,5761.73,2024
HHS,Net Income,Income,265950.56,2021
HHS,Net Income,Income,304836.57,2022
HHS,Net Income,Income,343368.26,2023
HHS,Net Income,Income,65997.45,2024
HHS,Total COGS,COGS,1150241.83,2021
HHS,Total COGS,COGS,378767.19,2024
HHS,Total COGS,COGS,770367.34,2022
HHS,Total COGS,COGS,949650.87,2023
HHS,Total Expense,Expense,0,2024
HHS,Total Expense,Expense,4400,2021
HHS,Total Expense,Expense,'-5109.46,2022
HHS,Total Expense,Expense,870.06,2023
HHS,Total Income,Income,1070094.45,2022
HHS,Total Income,Income,1293889.19,2023
HHS,Total Income,Income,1420592.39,2021
HHS,Total Income,Income,444764.64,2024
HIB,4300-01 · Custom Farming Equipment,Income,0,2022
HIB,4300-01 · Custom Farming Equipment,Income,0,2023
HIB,4300-01 · Custom Farming Equipment,Income,0,2024
HIB,4300-01 · Custom Farming Equipment,Income,420,2021
HIB,4300-02 · Custom Harvesting Equipment,Income,0,2021
HIB,4300-02 · Custom Harvesting Equipment,Income,0,2022
HIB,4300-02 · Custom Harvesting Equipment,Income,0,2023
HIB,4300-02 · Custom Harvesting Equipment,Income,0,2024
HIB,4412 · Labor Income - Other,Income,0,2021
HIB,4412 · Labor Income - Other,Income,0,2022
HIB,4412 · Labor Income - Other,Income,0,2023
HIB,4412 · Labor Income - Other,Income,0,2024
HIB,4412-01 · Custom Farming Labor,Income,0,2023
HIB,4412-01 · Custom Farming Labor,Income,0,2024
HIB,4412-01 · Custom Farming Labor,Income,13937,2021
HIB,4412-01 · Custom Farming Labor,Income,435,2022
HIB,4500-01 · Management Fees Income,Income,0,2021
HIB,4500-01 · Management Fees Income,Income,0,2022
HIB,4500-01 · Management Fees Income,Income,0,2023
HIB,4500-01 · Management Fees Income,Income,0,2024
HIB,4500-02 · Clerical Variable Income,Income,0,2023
HIB,4500-02 · Clerical Variable Income,Income,0,2024
HIB,4500-02 · Clerical Variable Income,Income,2783,2022
HIB,4500-02 · Clerical Variable Income,Income,3196.08,2021
HIB,4500-03 · Customers' Crop Share,Income,0,2021
HIB,4500-03 · Customers' Crop Share,Income,0,2022
HIB,4500-03 · Customers' Crop Share,Income,0,2023
HIB,4500-03 · Customers' Crop Share,Income,0,2024
HIB,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
HIB,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
HIB,4500-04 · Vehicle Maintenance/Fuel Income,Income,1771,2022
HIB,4500-04 · Vehicle Maintenance/Fuel Income,Income,1932,2021
HIB,5000-01 · Labor Hire Payroll,COGS,0,2023
HIB,5000-01 · Labor Hire Payroll,COGS,0,2024
HIB,5000-01 · Labor Hire Payroll,COGS,344.75,2022
HIB,5000-01 · Labor Hire Payroll,COGS,9692.71,2021
HIB,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
HIB,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
HIB,5002-01 · Labor Hire Payroll Taxes,COGS,32.37,2022
HIB,5002-01 · Labor Hire Payroll Taxes,COGS,750.81,2021
HIB,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
HIB,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
HIB,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
HIB,5002-04 · Harvesting Payroll Taxes,COGS,47.26,2021
HIB,Net Income,Income,12394.21,2022
HIB,Net Income,Income,13031.07,2021
HIB,Net Income,Income,'-1525.41,2024
HIB,Net Income,Income,995.97,2023
HIB,Total COGS,COGS,1525.41,2024
HIB,Total COGS,COGS,'-26.97,2023
HIB,Total COGS,COGS,'-5045.41,2022
HIB,Total COGS,COGS,6454.01,2021
HIB,Total Expense,Expense,0,2021
HIB,Total Expense,Expense,0,2022
HIB,Total Expense,Expense,0,2023
HIB,Total Expense,Expense,0,2024
HIB,Total Income,Income,0,2024
HIB,Total Income,Income,19485.08,2021
HIB,Total Income,Income,7348.8,2022
HIB,Total Income,Income,969,2023
J&J (Rd. 29),4300-01 · Custom Farming Equipment,Income,0,2021
J&J (Rd. 29),4300-01 · Custom Farming Equipment,Income,0,2022
J&J (Rd. 29),4300-01 · Custom Farming Equipment,Income,0,2023
J&J (Rd. 29),4300-01 · Custom Farming Equipment,Income,0,2024
J&J (Rd. 29),4300-02 · Custom Harvesting Equipment,Income,0,2021
J&J (Rd. 29),4300-02 · Custom Harvesting Equipment,Income,0,2022
J&J (Rd. 29),4300-02 · Custom Harvesting Equipment,Income,0,2023
J&J (Rd. 29),4300-02 · Custom Harvesting Equipment,Income,0,2024
J&J (Rd. 29),4412 · Labor Income - Other,Income,0,2021
J&J (Rd. 29),4412 · Labor Income - Other,Income,0,2022
J&J (Rd. 29),4412 · Labor Income - Other,Income,0,2023
J&J (Rd. 29),4412 · Labor Income - Other,Income,0,2024
J&J (Rd. 29),4412-01 · Custom Farming Labor,Income,0,2021
J&J (Rd. 29),4412-01 · Custom Farming Labor,Income,0,2022
J&J (Rd. 29),4412-01 · Custom Farming Labor,Income,0,2023
J&J (Rd. 29),4412-01 · Custom Farming Labor,Income,0,2024
J&J (Rd. 29),4500-01 · Management Fees Income,Income,0,2021
J&J (Rd. 29),4500-01 · Management Fees Income,Income,0,2022
J&J (Rd. 29),4500-01 · Management Fees Income,Income,0,2023
J&J (Rd. 29),4500-01 · Management Fees Income,Income,0,2024
J&J (Rd. 29),4500-02 · Clerical Variable Income,Income,0,2021
J&J (Rd. 29),4500-02 · Clerical Variable Income,Income,0,2022
J&J (Rd. 29),4500-02 · Clerical Variable Income,Income,0,2023
J&J (Rd. 29),4500-02 · Clerical Variable Income,Income,0,2024
J&J (Rd. 29),4500-03 · Customers' Crop Share,Income,0,2021
J&J (Rd. 29),4500-03 · Customers' Crop Share,Income,0,2022
J&J (Rd. 29),4500-03 · Customers' Crop Share,Income,0,2023
J&J (Rd. 29),4500-03 · Customers' Crop Share,Income,0,2024
J&J (Rd. 29),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
J&J (Rd. 29),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
J&J (Rd. 29),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
J&J (Rd. 29),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
J&J (Rd. 29),5000-01 · Labor Hire Payroll,COGS,0,2021
J&J (Rd. 29),5000-01 · Labor Hire Payroll,COGS,0,2022
J&J (Rd. 29),5000-01 · Labor Hire Payroll,COGS,0,2023
J&J (Rd. 29),5000-01 · Labor Hire Payroll,COGS,0,2024
J&J (Rd. 29),5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
J&J (Rd. 29),5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
J&J (Rd. 29),5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
J&J (Rd. 29),5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
J&J (Rd. 29),5002-04 · Harvesting Payroll Taxes,COGS,0,2021
J&J (Rd. 29),5002-04 · Harvesting Payroll Taxes,COGS,0,2022
J&J (Rd. 29),5002-04 · Harvesting Payroll Taxes,COGS,0,2023
J&J (Rd. 29),5002-04 · Harvesting Payroll Taxes,COGS,90.12,2024
J&J (Rd. 29),Net Income,Income,0,2021
J&J (Rd. 29),Net Income,Income,0,2022
J&J (Rd. 29),Net Income,Income,0,2023
J&J (Rd. 29),Net Income,Income,'-976.75,2024
J&J (Rd. 29),Total COGS,COGS,0,2021
J&J (Rd. 29),Total COGS,COGS,0,2022
J&J (Rd. 29),Total COGS,COGS,0,2023
J&J (Rd. 29),Total COGS,COGS,976.75,2024
J&J (Rd. 29),Total Expense,Expense,0,2021
J&J (Rd. 29),Total Expense,Expense,0,2022
J&J (Rd. 29),Total Expense,Expense,0,2023
J&J (Rd. 29),Total Expense,Expense,0,2024
J&J (Rd. 29),Total Income,Income,0,2021
J&J (Rd. 29),Total Income,Income,0,2022
J&J (Rd. 29),Total Income,Income,0,2023
J&J (Rd. 29),Total Income,Income,0,2024
JBW,4300-01 · Custom Farming Equipment,Income,0,2024
JBW,4300-01 · Custom Farming Equipment,Income,1394.65,2021
JBW,4300-01 · Custom Farming Equipment,Income,2029.64,2022
JBW,4300-01 · Custom Farming Equipment,Income,3004,2023
JBW,4300-02 · Custom Harvesting Equipment,Income,0,2024
JBW,4300-02 · Custom Harvesting Equipment,Income,2379.46,2021
JBW,4300-02 · Custom Harvesting Equipment,Income,2575.39,2022
JBW,4300-02 · Custom Harvesting Equipment,Income,2634,2023
JBW,4412 · Labor Income - Other,Income,0,2021
JBW,4412 · Labor Income - Other,Income,0,2022
JBW,4412 · Labor Income - Other,Income,0,2023
JBW,4412 · Labor Income - Other,Income,0,2024
JBW,4412-01 · Custom Farming Labor,Income,0,2024
JBW,4412-01 · Custom Farming Labor,Income,2658,2022
JBW,4412-01 · Custom Farming Labor,Income,5563,2023
JBW,4412-01 · Custom Farming Labor,Income,823,2021
JBW,4500-01 · Management Fees Income,Income,0,2021
JBW,4500-01 · Management Fees Income,Income,0,2022
JBW,4500-01 · Management Fees Income,Income,'-120.25,2024
JBW,4500-01 · Management Fees Income,Income,448.5,2023
JBW,4500-02 · Clerical Variable Income,Income,393.25,2022
JBW,4500-02 · Clerical Variable Income,Income,451.65,2021
JBW,4500-02 · Clerical Variable Income,Income,52,2024
JBW,4500-02 · Clerical Variable Income,Income,607.75,2023
JBW,4500-03 · Customers' Crop Share,Income,0,2021
JBW,4500-03 · Customers' Crop Share,Income,0,2022
JBW,4500-03 · Customers' Crop Share,Income,159.25,2023
JBW,4500-03 · Customers' Crop Share,Income,22.75,2024
JBW,4500-04 · Vehicle Maintenance/Fuel Income,Income,250.25,2022
JBW,4500-04 · Vehicle Maintenance/Fuel Income,Income,273,2021
JBW,4500-04 · Vehicle Maintenance/Fuel Income,Income,45.5,2024
JBW,4500-04 · Vehicle Maintenance/Fuel Income,Income,523.25,2023
JBW,5000-01 · Labor Hire Payroll,COGS,0,2024
JBW,5000-01 · Labor Hire Payroll,COGS,1665.25,2022
JBW,5000-01 · Labor Hire Payroll,COGS,3926.47,2023
JBW,5000-01 · Labor Hire Payroll,COGS,540.76,2021
JBW,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
JBW,5002-01 · Labor Hire Payroll Taxes,COGS,128.43,2022
JBW,5002-01 · Labor Hire Payroll Taxes,COGS,306.71,2023
JBW,5002-01 · Labor Hire Payroll Taxes,COGS,45.03,2021
JBW,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
JBW,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
JBW,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
JBW,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
JBW,Net Income,Income,0,2024
JBW,Net Income,Income,13770.9,2022
JBW,Net Income,Income,2984.98,2021
JBW,Net Income,Income,9077.78,2023
JBW,Total COGS,COGS,0,2024
JBW,Total COGS,COGS,2362.32,2021
JBW,Total COGS,COGS,3861.97,2023
JBW,Total COGS,COGS,'-5302.74,2022
JBW,Total Expense,Expense,0,2023
JBW,Total Expense,Expense,0,2024
JBW,Total Expense,Expense,1.63,2021
JBW,Total Expense,Expense,'-1.63,2022
JBW,Total Income,Income,0,2024
JBW,Total Income,Income,12939.75,2023
JBW,Total Income,Income,5348.93,2021
JBW,Total Income,Income,8466.53,2022
JH,4300-01 · Custom Farming Equipment,Income,1128.28,2022
JH,4300-01 · Custom Farming Equipment,Income,1820,2024
JH,4300-01 · Custom Farming Equipment,Income,2068,2023
JH,4300-01 · Custom Farming Equipment,Income,3057.5,2021
JH,4300-02 · Custom Harvesting Equipment,Income,4822,2024
JH,4300-02 · Custom Harvesting Equipment,Income,8648.56,2021
JH,4300-02 · Custom Harvesting Equipment,Income,8924,2023
JH,4300-02 · Custom Harvesting Equipment,Income,9187.68,2022
JH,4412 · Labor Income - Other,Income,0,2021
JH,4412 · Labor Income - Other,Income,0,2022
JH,4412 · Labor Income - Other,Income,0,2023
JH,4412 · Labor Income - Other,Income,0,2024
JH,4412-01 · Custom Farming Labor,Income,1556,2021
JH,4412-01 · Custom Farming Labor,Income,630,2022
JH,4412-01 · Custom Farming Labor,Income,722,2024
JH,4412-01 · Custom Farming Labor,Income,840,2023
JH,4500-01 · Management Fees Income,Income,0,2021
JH,4500-01 · Management Fees Income,Income,0,2022
JH,4500-01 · Management Fees Income,Income,0,2023
JH,4500-01 · Management Fees Income,Income,0,2024
JH,4500-02 · Clerical Variable Income,Income,0,2021
JH,4500-02 · Clerical Variable Income,Income,0,2022
JH,4500-02 · Clerical Variable Income,Income,0,2023
JH,4500-02 · Clerical Variable Income,Income,0,2024
JH,4500-03 · Customers' Crop Share,Income,0,2021
JH,4500-03 · Customers' Crop Share,Income,0,2022
JH,4500-03 · Customers' Crop Share,Income,0,2023
JH,4500-03 · Customers' Crop Share,Income,0,2024
JH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
JH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
JH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
JH,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
JH,5000-01 · Labor Hire Payroll,COGS,1072.27,2021
JH,5000-01 · Labor Hire Payroll,COGS,402.01,2022
JH,5000-01 · Labor Hire Payroll,COGS,610.09,2023
JH,5000-01 · Labor Hire Payroll,COGS,725.76,2024
JH,5002-01 · Labor Hire Payroll Taxes,COGS,31.82,2022
JH,5002-01 · Labor Hire Payroll Taxes,COGS,50.14,2023
JH,5002-01 · Labor Hire Payroll Taxes,COGS,55.28,2024
JH,5002-01 · Labor Hire Payroll Taxes,COGS,96.5,2021
JH,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
JH,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
JH,5002-04 · Harvesting Payroll Taxes,COGS,144.17,2024
JH,5002-04 · Harvesting Payroll Taxes,COGS,3.1,2021
JH,Net Income,Income,11487.95,2022
JH,Net Income,Income,12176.77,2023
JH,Net Income,Income,13343.17,2021
JH,Net Income,Income,5299.6,2024
JH,Total COGS,COGS,1034.89,2021
JH,Total COGS,COGS,2064.4,2024
JH,Total COGS,COGS,396.01,2022
JH,Total COGS,COGS,660.23,2023
JH,Total Expense,Expense,0,2021
JH,Total Expense,Expense,0,2022
JH,Total Expense,Expense,0,2023
JH,Total Expense,Expense,0,2024
JH,Total Income,Income,11883.96,2022
JH,Total Income,Income,12837,2023
JH,Total Income,Income,14378.06,2021
JH,Total Income,Income,7364,2024
JH (BRU-20s),4300-01 · Custom Farming Equipment,Income,0,2021
JH (BRU-20s),4300-01 · Custom Farming Equipment,Income,0,2022
JH (BRU-20s),4300-01 · Custom Farming Equipment,Income,0,2023
JH (BRU-20s),4300-01 · Custom Farming Equipment,Income,3111,2024
JH (BRU-20s),4300-02 · Custom Harvesting Equipment,Income,0,2021
JH (BRU-20s),4300-02 · Custom Harvesting Equipment,Income,0,2022
JH (BRU-20s),4300-02 · Custom Harvesting Equipment,Income,0,2023
JH (BRU-20s),4300-02 · Custom Harvesting Equipment,Income,6757,2024
JH (BRU-20s),4412 · Labor Income - Other,Income,0,2021
JH (BRU-20s),4412 · Labor Income - Other,Income,0,2022
JH (BRU-20s),4412 · Labor Income - Other,Income,0,2023
JH (BRU-20s),4412 · Labor Income - Other,Income,0,2024
JH (BRU-20s),4412-01 · Custom Farming Labor,Income,0,2021
JH (BRU-20s),4412-01 · Custom Farming Labor,Income,0,2022
JH (BRU-20s),4412-01 · Custom Farming Labor,Income,0,2023
JH (BRU-20s),4412-01 · Custom Farming Labor,Income,1533,2024
JH (BRU-20s),4500-01 · Management Fees Income,Income,0,2021
JH (BRU-20s),4500-01 · Management Fees Income,Income,0,2022
JH (BRU-20s),4500-01 · Management Fees Income,Income,0,2023
JH (BRU-20s),4500-01 · Management Fees Income,Income,0,2024
JH (BRU-20s),4500-02 · Clerical Variable Income,Income,0,2021
JH (BRU-20s),4500-02 · Clerical Variable Income,Income,0,2022
JH (BRU-20s),4500-02 · Clerical Variable Income,Income,0,2023
JH (BRU-20s),4500-02 · Clerical Variable Income,Income,0,2024
